scenario,Image_Tool,Total_Time,Time_Script,Time_Image,Time_Voice,Time_Video,Problem Size,Predicted Problem Size,setting,Script,Image Path
66,DallE3,56.70,4.62,20.09,3.53,6.89,glitch,glitch,vacation,"Lila and her family are on vacation at a beautiful beach.They're excited for a day of swimming and building sandcastles.Just before they head to the water, Lila realizes she forgot her swim goggles at home.Luckily, her mom finds a spare pair in the beach bag.Lila asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_66_DallE3.png
66,GPTimage,63.12,4.62,21.57,7.11,1.74,glitch,glitch,vacation,"Lila and her family are on vacation at a beautiful beach.They're excited for a day of swimming and building sandcastles.Just before they head to the water, Lila realizes she forgot her swim goggles at home.Luckily, her mom finds a spare pair in the beach bag.Lila asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_66_GPTimage.png
67,DallE3,54.42,5.70,19.02,3.16,6.24,glitch,glitch,class,"Ella, who is 7 years old, sits at her desk in class and realizes she forgot to bring her favorite colored pencils for art time.Her friend, Liam, notices her worry and quickly offers to share his set of pencils.Ella smiles, relieved that she won't miss out on participating in the art lesson.The situation is quickly resolved, but Ella wonders, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_67_DallE3.png
67,GPTimage,60.66,5.70,20.31,6.36,2.03,glitch,glitch,class,"Ella, who is 7 years old, sits at her desk in class and realizes she forgot to bring her favorite colored pencils for art time.Her friend, Liam, notices her worry and quickly offers to share his set of pencils.Ella smiles, relieved that she won't miss out on participating in the art lesson.The situation is quickly resolved, but Ella wonders, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_67_GPTimage.png
68,DallE3,58.05,4.02,18.63,3.99,8.20,glitch,glitch,basketball,"Ryan, a 12-year-old, arrives at the basketball court to practice but realizes he forgot his lucky headband.He feels a bit off since he usually wears it for every game, believing it helps him play better.However, his coach quickly offers him a spare headband, ensuring he'll still do well in practice.Knowing it's just a small inconvenience, Ryan takes a deep breath, ready to join his friends on the court.He asks himself, ""How big is this problem?"" and quickly realizes it's just a glitch.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_68_DallE3.png
68,GPTimage,65.23,4.02,23.20,7.73,2.36,glitch,glitch,basketball,"Ryan, a 12-year-old, arrives at the basketball court to practice but realizes he forgot his lucky headband.He feels a bit off since he usually wears it for every game, believing it helps him play better.However, his coach quickly offers him a spare headband, ensuring he'll still do well in practice.Knowing it's just a small inconvenience, Ryan takes a deep breath, ready to join his friends on the court.He asks himself, ""How big is this problem?"" and quickly realizes it's just a glitch.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_68_GPTimage.png
69,DallE3,56.87,4.12,20.40,3.58,7.43,glitch,bummer,art,"In the art classroom, Lucy accidentally spills paint on her favorite drawing.Although she feels upset, she remembers there's a backup copy available.The teacher assures her it can be quickly reprinted, so the artwork won’t be lost.Lucy realizes the impact is only temporary and manageable.She asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_69_DallE3.png
69,GPTimage,63.64,4.12,21.35,7.30,1.82,glitch,glitch,art,"In the art classroom, Lucy accidentally spills paint on her favorite drawing.Although she feels upset, she remembers there's a backup copy available.The teacher assures her it can be quickly reprinted, so the artwork won’t be lost.Lucy realizes the impact is only temporary and manageable.She asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_69_GPTimage.png
70,DallE3,55.83,3.95,19.51,3.84,7.38,glitch,glitch,tennis,"Jessie is at tennis practice when they realize they've forgotten their favorite racket at home.Luckily, Jessie’s coach has a spare racket they can use for today’s session.Though the spare racket feels a bit different, Jessie can still practice effectively.Jessie feels a little flustered at first, but soon adjusts and enjoys the practice.Jessie asks themselves, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_70_DallE3.png
70,GPTimage,62.73,3.95,21.15,7.80,1.91,glitch,glitch,tennis,"Jessie is at tennis practice when they realize they've forgotten their favorite racket at home.Luckily, Jessie’s coach has a spare racket they can use for today’s session.Though the spare racket feels a bit different, Jessie can still practice effectively.Jessie feels a little flustered at first, but soon adjusts and enjoys the practice.Jessie asks themselves, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_70_GPTimage.png
71,DallE3,50.31,3.88,17.44,3.59,7.29,glitch,glitch,birthday party,"Emily was excited as she arrived at her friend Olivia's birthday party.But when she checked her bag, she realized she had forgotten Olivia’s gift at home.She knew she could tell Olivia and bring it the next day at school.Emily felt a bit worried but knew it was not a big deal.She asked herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_71_DallE3.png
71,GPTimage,56.82,3.88,18.12,7.27,1.71,glitch,bummer,birthday party,"Emily was excited as she arrived at her friend Olivia's birthday party.But when she checked her bag, she realized she had forgotten Olivia’s gift at home.She knew she could tell Olivia and bring it the next day at school.Emily felt a bit worried but knew it was not a big deal.She asked herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_71_GPTimage.png
72,DallE3,56.60,6.48,12.66,3.71,7.81,glitch,glitch,ski,"Liam, an enthusiastic skier, was getting ready for his first race of the day at the ski lodge.As he zipped up his jacket, he realized he had forgotten his favorite pair of ski goggles at home.Thankfully, the resort had rental goggles available, although not as comfortable as his own.Liam put on the rental goggles, feeling they were good enough for the day.He wondered, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_72_DallE3.png
72,GPTimage,63.49,6.48,25.94,7.47,2.04,glitch,glitch,ski,"Liam, an enthusiastic skier, was getting ready for his first race of the day at the ski lodge.As he zipped up his jacket, he realized he had forgotten his favorite pair of ski goggles at home.Thankfully, the resort had rental goggles available, although not as comfortable as his own.Liam put on the rental goggles, feeling they were good enough for the day.He wondered, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_72_GPTimage.png
73,DallE3,60.62,5.74,18.71,3.59,7.55,glitch,glitch,soccer,"Tommy was excited to play in his school soccer match, but he realized he forgot his lucky socks at home.He felt a bit anxious, thinking the socks would have helped him play better.Luckily, his friend offered him a spare pair that was very similar.With the new socks, Tommy felt ready to play, though a little less confident.He asked himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_73_DallE3.png
73,GPTimage,67.44,5.74,25.03,7.31,1.99,glitch,glitch,soccer,"Tommy was excited to play in his school soccer match, but he realized he forgot his lucky socks at home.He felt a bit anxious, thinking the socks would have helped him play better.Luckily, his friend offered him a spare pair that was very similar.With the new socks, Tommy felt ready to play, though a little less confident.He asked himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_73_GPTimage.png
74,DallE3,51.77,4.06,18.30,3.86,7.09,glitch,glitch,dancing,"Emily was excited about her dance performance at the school talent show.Just before going on stage, she noticed her shoelace had come undone.She quickly tied it back, though she felt a bit nervous afterwards.Luckily, a friend was there to reassure her that everything would be fine.Emily thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_74_DallE3.png
74,GPTimage,58.37,4.06,18.46,7.56,1.82,glitch,bummer,dancing,"Emily was excited about her dance performance at the school talent show.Just before going on stage, she noticed her shoelace had come undone.She quickly tied it back, though she felt a bit nervous afterwards.Luckily, a friend was there to reassure her that everything would be fine.Emily thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_74_GPTimage.png
75,DallE3,63.34,7.23,20.09,4.11,7.57,glitch,glitch,after school club,"Emma, a 12-year-old girl, arrives at her after school art club only to realize she forgot her colored pencils at home.She thinks about all the vibrant drawings her classmates are already starting to make.Luckily, the teacher has a spare set of pencils that she offers to Emma.Emma feels relieved but wonders if she should have been more careful.She quietly asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_75_DallE3.png
75,GPTimage,70.12,7.23,24.34,7.85,1.92,glitch,glitch,after school club,"Emma, a 12-year-old girl, arrives at her after school art club only to realize she forgot her colored pencils at home.She thinks about all the vibrant drawings her classmates are already starting to make.Luckily, the teacher has a spare set of pencils that she offers to Emma.Emma feels relieved but wonders if she should have been more careful.She quietly asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_75_GPTimage.png
76,DallE3,57.89,5.83,17.43,3.72,7.52,glitch,bummer,tryout,"Sophie, a 12-year-old girl, was eagerly getting ready for her school musical tryout.Just as she was about to leave, she realized she'd forgotten her audition sheet music at home.Thankfully, a friend in the same play offered to share her copy quickly.This little mix-up didn’t change how ready she felt for the tryout.Sophie thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_76_DallE3.png
76,GPTimage,65.20,5.83,23.39,7.37,1.92,glitch,bummer,tryout,"Sophie, a 12-year-old girl, was eagerly getting ready for her school musical tryout.Just as she was about to leave, she realized she'd forgotten her audition sheet music at home.Thankfully, a friend in the same play offered to share her copy quickly.This little mix-up didn’t change how ready she felt for the tryout.Sophie thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_76_GPTimage.png
77,DallE3,59.93,5.19,25.52,3.78,7.02,glitch,glitch,class,"Sophie was excited to present her project in class, but she realized she forgot one of her drawings at home.Her heart sank as she quickly checked her backpack again, hoping the drawing would magically appear.Luckily, she remembered she had a spare copy in her folder as a backup.The back-up drawing wasn't perfect, but it would do for the presentation.Sophie asked herself, ""How big is this problem?"" before taking a deep breath.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_77_DallE3.png
77,GPTimage,66.78,5.19,18.40,7.59,2.07,glitch,glitch,class,"Sophie was excited to present her project in class, but she realized she forgot one of her drawings at home.Her heart sank as she quickly checked her backpack again, hoping the drawing would magically appear.Luckily, she remembered she had a spare copy in her folder as a backup.The back-up drawing wasn't perfect, but it would do for the presentation.Sophie asked herself, ""How big is this problem?"" before taking a deep breath.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_77_GPTimage.png
78,DallE3,62.08,9.65,19.60,4.10,7.68,glitch,bummer,singing,"Sarah, a 10-year-old girl, was excited to perform a solo at her school's music recital.As she stepped up to the microphone, she realized she had forgotten the first line of the song.Quickly, she took a deep breath, remembering her teacher's advice to stay calm and focus on the next line.With a smile, she began to sing the rest of the song, feeling relieved as the audience applauded.""How big is this problem?"" she wondered, as her nerves faded quickly away.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_78_DallE3.png
78,GPTimage,69.49,9.65,21.05,8.21,2.32,glitch,glitch,singing,"Sarah, a 10-year-old girl, was excited to perform a solo at her school's music recital.As she stepped up to the microphone, she realized she had forgotten the first line of the song.Quickly, she took a deep breath, remembering her teacher's advice to stay calm and focus on the next line.With a smile, she began to sing the rest of the song, feeling relieved as the audience applauded.""How big is this problem?"" she wondered, as her nerves faded quickly away.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_78_GPTimage.png
79,DallE3,51.95,4.05,19.11,2.93,5.76,glitch,glitch,playing video game,"Max was excited to play his favorite video game after school.Just as he was about to reach a new level, the game suddenly froze.Max tried restarting the game, and it began to work again without any issues.He wondered, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_79_DallE3.png
79,GPTimage,57.42,4.05,20.11,5.91,1.42,glitch,glitch,playing video game,"Max was excited to play his favorite video game after school.Just as he was about to reach a new level, the game suddenly froze.Max tried restarting the game, and it began to work again without any issues.He wondered, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_79_GPTimage.png
80,DallE3,44.78,2.54,13.51,3.72,6.99,glitch,glitch,lacrosse,"Emma was excited to play in her lacrosse game, but when she got to the field, she realized she left her sneakers at home.She only had her flip-flops, which weren't suitable for running around.Luckily, her teammate had an extra pair of sneakers in the car.Quickly switching shoes, Emma was ready to join the game.She thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_80_DallE3.png
80,GPTimage,51.10,2.54,18.03,7.23,1.80,glitch,glitch,lacrosse,"Emma was excited to play in her lacrosse game, but when she got to the field, she realized she left her sneakers at home.She only had her flip-flops, which weren't suitable for running around.Luckily, her teammate had an extra pair of sneakers in the car.Quickly switching shoes, Emma was ready to join the game.She thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_80_GPTimage.png
81,DallE3,59.99,5.61,19.51,3.70,7.26,glitch,bummer,curling,"Jamie stepped onto the curling rink, excited for practice, but realized she forgot her favorite broom at home.She quickly borrowed a spare broom from a teammate before beginning warm-ups.The borrowed broom felt different, but she managed to adjust with a bit of practice.As practice continued, Jamie’s performance remained steady, easing her initial worry.Jamie wondered to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_81_DallE3.png
81,GPTimage,66.79,5.61,23.90,7.44,2.07,glitch,bummer,curling,"Jamie stepped onto the curling rink, excited for practice, but realized she forgot her favorite broom at home.She quickly borrowed a spare broom from a teammate before beginning warm-ups.The borrowed broom felt different, but she managed to adjust with a bit of practice.As practice continued, Jamie’s performance remained steady, easing her initial worry.Jamie wondered to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_81_GPTimage.png
82,DallE3,56.04,5.21,19.26,4.06,8.00,glitch,glitch,ski,"Olivia was excited for her first day of ski lessons, but as she reached the ski lodge, she realized she had forgotten her gloves at home.She felt a bit worried about how cold her hands would get without them.Luckily, the ski instructor saw her concern and lent her a spare pair until her parents could bring her own.The problem was easily solved, and Olivia could join her friends on the slopes without delay.As she put on the borrowed gloves, Olivia thought to herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_82_DallE3.png
82,GPTimage,63.32,5.21,19.51,8.01,2.21,glitch,glitch,ski,"Olivia was excited for her first day of ski lessons, but as she reached the ski lodge, she realized she had forgotten her gloves at home.She felt a bit worried about how cold her hands would get without them.Luckily, the ski instructor saw her concern and lent her a spare pair until her parents could bring her own.The problem was easily solved, and Olivia could join her friends on the slopes without delay.As she put on the borrowed gloves, Olivia thought to herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_82_GPTimage.png
83,DallE3,56.46,4.93,19.09,3.69,7.71,glitch,bummer,after school club,"Alexa was excited to attend her after-school art club, but realized she forgot her art supplies at home.She stood at the doorway, feeling a bit embarrassed as her classmates settled down with their materials.The teacher noticed her empty hands and offered some spare supplies so she could still participate.Alexa felt relieved that she could still join in, though her favorite colors were missing.She asked herself quietly, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_83_DallE3.png
83,GPTimage,63.57,4.93,21.05,7.45,2.24,glitch,glitch,after school club,"Alexa was excited to attend her after-school art club, but realized she forgot her art supplies at home.She stood at the doorway, feeling a bit embarrassed as her classmates settled down with their materials.The teacher noticed her empty hands and offered some spare supplies so she could still participate.Alexa felt relieved that she could still join in, though her favorite colors were missing.She asked herself quietly, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_83_GPTimage.png
84,DallE3,59.13,9.75,18.94,3.74,7.65,glitch,glitch,class,"Emily, a 13-year-old student, realizes she left her math homework at home when she arrives in her classroom.She starts to worry about what her teacher might say because the homework is due today.Emily remembers that her teacher usually allows handing in assignments by the end of the day if students forget.Feeling a bit relieved, Emily plans to ask her dad to bring the homework during his lunch break.She takes a deep breath and wonders, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_84_DallE3.png
84,GPTimage,66.01,9.75,19.05,7.33,2.17,glitch,bummer,class,"Emily, a 13-year-old student, realizes she left her math homework at home when she arrives in her classroom.She starts to worry about what her teacher might say because the homework is due today.Emily remembers that her teacher usually allows handing in assignments by the end of the day if students forget.Feeling a bit relieved, Emily plans to ask her dad to bring the homework during his lunch break.She takes a deep breath and wonders, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_84_GPTimage.png
85,DallE3,59.13,4.57,19.00,3.29,6.33,glitch,glitch,after school club,"Emma, a 12-year-old girl, arrives at her after-school art club excited to finish her painting.Just as she sits down, she realizes she left her favorite paintbrush at home.Luckily, the club has plenty of extra brushes she can use, even if they aren’t exactly like hers.Emma tries to decide how big this problem really is as she holds a different brush.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_85_DallE3.png
85,GPTimage,66.43,4.57,25.95,6.28,2.01,glitch,glitch,after school club,"Emma, a 12-year-old girl, arrives at her after-school art club excited to finish her painting.Just as she sits down, she realizes she left her favorite paintbrush at home.Luckily, the club has plenty of extra brushes she can use, even if they aren’t exactly like hers.Emma tries to decide how big this problem really is as she holds a different brush.",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_85_GPTimage.png
86,DallE3,63.34,7.16,22.08,3.73,7.60,glitch,glitch,tryout,"A 10-year-old named Alex is excited for the soccer tryouts at school.Just as tryouts begin, Alex notices they've brought their worn-out sneakers instead of their lucky cleats.Feeling anxious, Alex remembers their friend has a spare pair in their locker.They borrow the cleats, feeling relieved but a bit distracted at first.Alex asks themselves, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_86_DallE3.png
86,GPTimage,70.27,7.16,22.76,7.55,1.99,glitch,bummer,tryout,"A 10-year-old named Alex is excited for the soccer tryouts at school.Just as tryouts begin, Alex notices they've brought their worn-out sneakers instead of their lucky cleats.Feeling anxious, Alex remembers their friend has a spare pair in their locker.They borrow the cleats, feeling relieved but a bit distracted at first.Alex asks themselves, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_86_GPTimage.png
87,DallE3,54.96,9.08,13.25,3.67,7.71,glitch,glitch,ski,"Lucas was excited for his first skiing trip with his family at the snowy resort.Just as he was about to join his ski class, he realized he left his gloves in the car.His mom quickly reassured him that there was a store nearby where they could get another pair.Lucas was relieved to know he wouldn’t miss out on the fun and could still join his friends.As he put on the new gloves, Lucas asked himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_87_DallE3.png
87,GPTimage,62.21,9.08,21.26,7.59,2.20,glitch,glitch,ski,"Lucas was excited for his first skiing trip with his family at the snowy resort.Just as he was about to join his ski class, he realized he left his gloves in the car.His mom quickly reassured him that there was a store nearby where they could get another pair.Lucas was relieved to know he wouldn’t miss out on the fun and could still join his friends.As he put on the new gloves, Lucas asked himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_87_GPTimage.png
88,DallE3,56.96,5.64,18.71,4.03,7.24,glitch,glitch,lacrosse,"In a sunny field, Maya, a 12-year-old girl, eagerly gets ready for her lacrosse game.As she runs onto the field, she realizes she has forgotten her lucky headband at home.Maya quickly remembers she has a spare headband in her bag.Putting it on, she feels a bit better, but still wonders about her luck today.Maya asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_88_DallE3.png
88,GPTimage,63.48,5.64,21.34,7.63,1.91,glitch,bummer,lacrosse,"In a sunny field, Maya, a 12-year-old girl, eagerly gets ready for her lacrosse game.As she runs onto the field, she realizes she has forgotten her lucky headband at home.Maya quickly remembers she has a spare headband in her bag.Putting it on, she feels a bit better, but still wonders about her luck today.Maya asks herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_88_GPTimage.png
89,DallE3,57.85,5.21,19.96,3.48,7.04,glitch,glitch,swimming,"Sophie, a 10-year-old girl, arrives at the community pool for a swim practice.She suddenly realizes she left her swimming goggles at home.Thankfully, her friend offers her a spare pair to use for the practice.Sophie wears the borrowed goggles and gets ready to swim.She wonders to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_89_DallE3.png
89,GPTimage,64.23,5.21,22.17,7.00,1.84,glitch,glitch,swimming,"Sophie, a 10-year-old girl, arrives at the community pool for a swim practice.She suddenly realizes she left her swimming goggles at home.Thankfully, her friend offers her a spare pair to use for the practice.Sophie wears the borrowed goggles and gets ready to swim.She wonders to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_89_GPTimage.png
90,DallE3,50.70,4.40,13.80,3.82,7.97,glitch,glitch,game,"In a cozy living room, 12-year-old Alex eagerly starts his favorite video game.Just as Alex is about to defeat the final boss, the screen suddenly freezes.Frustrated, Alex murmurs, ""Not now!"" and checks his connection.With a sigh of relief, he notices his game has auto-saved moments before the glitch.Calming down, Alex asks himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_90_DallE3.png
90,GPTimage,57.37,4.40,20.70,7.26,2.14,glitch,glitch,game,"In a cozy living room, 12-year-old Alex eagerly starts his favorite video game.Just as Alex is about to defeat the final boss, the screen suddenly freezes.Frustrated, Alex murmurs, ""Not now!"" and checks his connection.With a sigh of relief, he notices his game has auto-saved moments before the glitch.Calming down, Alex asks himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_90_GPTimage.png
91,DallE3,67.98,8.10,23.08,4.00,7.01,glitch,glitch,birthday party,"Emily was excited about her birthday party at the park.As her friends started to arrive, she realized she forgot to bring the cupcakes.Her mom smiled and suggested they could have ice cream cones instead, which were already in the cooler.Emily thought about how she could make the best of the day despite the missing cupcakes.She wondered to herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_91_DallE3.png
91,GPTimage,75.10,8.10,25.79,8.09,2.01,glitch,bummer,birthday party,"Emily was excited about her birthday party at the park.As her friends started to arrive, she realized she forgot to bring the cupcakes.Her mom smiled and suggested they could have ice cream cones instead, which were already in the cooler.Emily thought about how she could make the best of the day despite the missing cupcakes.She wondered to herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_91_GPTimage.png
92,DallE3,58.43,6.87,20.09,4.33,7.71,glitch,glitch,ski,"Ella is at the ski resort with her family, excited for a whole day of skiing.She realizes she forgot her favorite pair of ski gloves at home.Thankfully, her mom has an extra pair that might be a bit big but will do the job.Ella enjoys her day skiing with the family using the backup gloves.While looking at the snowy peaks, Ella thinks to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_92_DallE3.png
92,GPTimage,65.62,6.87,19.44,8.40,2.02,glitch,glitch,ski,"Ella is at the ski resort with her family, excited for a whole day of skiing.She realizes she forgot her favorite pair of ski gloves at home.Thankfully, her mom has an extra pair that might be a bit big but will do the job.Ella enjoys her day skiing with the family using the backup gloves.While looking at the snowy peaks, Ella thinks to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_92_GPTimage.png
93,DallE3,76.32,8.23,21.09,17.30,7.68,glitch,bummer,basketball,"In a buzzing school gym, 12-year-old Alex is excited to play basketball after school.As the game starts, he realizes he left his lucky basketball shoes at home.Feeling a bit off, Alex knows he can still play in his normal sneakers despite missing his favorite pair.The coach reassures Alex, reminding him that it's just a practice and not a big deal.He wonders out loud, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_93_DallE3.png
93,GPTimage,83.34,8.23,22.01,21.21,2.01,glitch,bummer,basketball,"In a buzzing school gym, 12-year-old Alex is excited to play basketball after school.As the game starts, he realizes he left his lucky basketball shoes at home.Feeling a bit off, Alex knows he can still play in his normal sneakers despite missing his favorite pair.The coach reassures Alex, reminding him that it's just a practice and not a big deal.He wonders out loud, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_93_GPTimage.png
94,DallE3,57.58,5.21,19.63,4.26,7.20,glitch,glitch,tennis,"Liam, a 10-year-old boy, arrives at the tennis court for his Saturday lesson.He realizes he forgot his favorite tennis headband at home.Feeling a bit disappointed, he knows his backup headband is in his bag, even though it's not as comfortable.His coach reassures him, saying they'll focus on his swing instead of his accessories today.Liam takes a deep breath and thinks, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_94_DallE3.png
94,GPTimage,65.23,5.21,21.29,8.73,2.12,glitch,bummer,tennis,"Liam, a 10-year-old boy, arrives at the tennis court for his Saturday lesson.He realizes he forgot his favorite tennis headband at home.Feeling a bit disappointed, he knows his backup headband is in his bag, even though it's not as comfortable.His coach reassures him, saying they'll focus on his swing instead of his accessories today.Liam takes a deep breath and thinks, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_94_GPTimage.png
95,DallE3,58.44,5.63,21.33,3.70,7.24,glitch,glitch,basketball,"Jamie was all set for his basketball game in the school gym.Excitedly, he realized he'd forgotten his favorite sneakers at home.Thankfully, his friend offered him an extra pair.Jamie tried them on and they fit just fine.He asked himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_95_DallE3.png
95,GPTimage,64.95,5.63,20.53,7.55,1.60,glitch,glitch,basketball,"Jamie was all set for his basketball game in the school gym.Excitedly, he realized he'd forgotten his favorite sneakers at home.Thankfully, his friend offered him an extra pair.Jamie tried them on and they fit just fine.He asked himself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_95_GPTimage.png
96,DallE3,74.25,6.99,27.58,3.92,7.66,glitch,glitch,after school club,"Nina arrived at her after-school art club and realized she'd forgotten her paintbrushes at home.Luckily, the teacher had some spare brushes, though they weren’t the ones Nina was used to.Nina started her painting, feeling a bit unsure about using different brushes.As she painted, she realized her artwork was turning out fine despite the different brushes.Nina thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_96_DallE3.png
96,GPTimage,81.46,6.99,28.11,7.93,2.11,glitch,glitch,after school club,"Nina arrived at her after-school art club and realized she'd forgotten her paintbrushes at home.Luckily, the teacher had some spare brushes, though they weren’t the ones Nina was used to.Nina started her painting, feeling a bit unsure about using different brushes.As she painted, she realized her artwork was turning out fine despite the different brushes.Nina thought to herself, ""How big is this problem?""",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_96_GPTimage.png
97,DallE3,50.54,5.19,14.13,2.93,5.66,glitch,glitch,class,"Emma was in class when she realized she forgot her notebook at home.She started to worry as the teacher announced a pop quiz.Luckily, her friend Sam offered to share his notes with her.Even though Emma felt relieved, she asked herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_97_DallE3.png
97,GPTimage,55.78,5.19,22.64,5.73,1.42,glitch,bummer,class,"Emma was in class when she realized she forgot her notebook at home.She started to worry as the teacher announced a pop quiz.Luckily, her friend Sam offered to share his notes with her.Even though Emma felt relieved, she asked herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_97_GPTimage.png
98,DallE3,58.67,6.65,19.58,4.13,7.61,glitch,bummer,birthday party,"Sarah was excited for her birthday party at the local park, with all her friends invited.As the party started, Sarah realized she had forgotten to bring the special cake she had picked out.Her mom quickly suggested stopping by a nearby bakery to pick up another cake.Despite the tiny setback, the friends began playing games and enjoying the party activities.Sarah paused and asked herself, 'How big is this problem?'",/Users/Kelly/Documents/PassionProject/GlitchFolder/scenario_glitch_98_DallE3.png
